id,title,director,release_date,runtime,rating,category
81035866,The Player,Ahmad El-Badri,2012,110,TV-MA,Comedies
81027187,The Wolf's Call,Antonin Baudry,2019,116,TV-14,Dramas
81035879,Three-Quarters Decent,Mohamed Hamdy,2010,96,TV-MA,Comedies
81035871,Unruly Friends,Sherif Mandour,2011,83,TV-14,International Movies
80173234,Amar Akbar & Tony,Atul Malhotra,2015,92,TV-MA,Comedies
80151644,Puss in Book: Trapped in an Epic Tale,Roy Burdine,2017,24,TV-Y7,Children & Family Movies
80185223,Rory Scovel Tries Stand-Up for the First Time,Scott Moran,2017,66,TV-MA,Stand-Up Comedy
70038131,"Good Night, and Good Luck",George Clooney,2005,93,PG,Dramas
81110386,Krutant,Datta Mohan Bhandare,2019,114,TV-14,Dramas
80108430,The Duel,Kieran Darcy-Smith,2016,110,R,Dramas
70135893,The King's Speech,Tom Hooper,2010,118,R,Dramas
80121844,1898: Our Last Men in the Philippines,Salvador Calvo,2016,130,R,Dramas
80158750,Lucid Dream,Jun-seong Kim,2017,102,TV-MA,International Movies
80216302,Beats,Chris Robinson,2019,110,TV-MA,Dramas
81105525,Memory Games,Janet Tobias,2018,86,TV-14,Documentaries
81017094,Running for Grace,David L. Cunningham,2018,110,TV-14,Dramas
80190535,The Edge of Democracy,Petra Costa,2019,122,TV-14,Documentaries
80241071,VS.,Ed Lilly,2018,99,TV-MA,Dramas
80233611,Hannah Gadsby: Nanette,Madeleine Parry,2018,70,TV-MA,Stand-Up Comedy
80160814,The Incident,Isaac Ezban,2014,100,TV-MA,International Movies
80993404,Adam Devine: Best Time of Our Lives,Jay Karas,2019,59,TV-MA,Stand-Up Comedy
81092781,Antariksha Ke Rakhwale,Anirban Majumder,2018,65,TV-Y7-FV,Children & Family Movies
81001090,Big Kill,Scott Martin,2018,126,R,Action & Adventure
81083891,Bob Lazar: Area 51 & Flying Saucers,Jeremy Kenyon Lockyer Corbell,2018,97,TV-MA,Documentaries
81092782,Dragonkala Ka Rahasya,Rajiv Chilaka,2018,68,TV-Y7-FV,Children & Family Movies
81092780,Samudri Lootere,Anirban Majumder,2018,65,TV-Y7-FV,Children & Family Movies
81092783,Super Bheem Bana Vajraveer,Sumit Das,2018,63,TV-Y7-FV,Children & Family Movies
81136963,The Wrong Babysitter,George Mendeluk,2017,89,TV-14,Thrillers
80076698,Ip Man 3,Wilson Yip,2015,105,PG-13,Action & Adventure
80038159,The Stanford Prison Experiment,Kyle Patrick Alvarez,2015,122,R,Dramas
80037691,Cop Car,Jon Watts,2015,88,R,Thrillers
80998296,Right Here Right Now,Jakob Lass,2018,91,TV-MA,Comedies
80049873,Counterpunch,Jay Bulger,2017,91,TV-MA,Documentaries
80094358,The Real Miyagi,Kevin Derek,2015,81,TV-PG,Documentaries
80174177,What the Health,Kip Andersen,2017,92,TV-PG,Documentaries
81123051,3 Seconds Divorce,Shazia Javed,2018,53,TV-14,Documentaries
81034980,Life Overtakes Me,John Haptas,2019,40,TV-PG,Documentaries
81123052,Luckee,Sanjay Jadhav,2019,113,TV-14,Comedies
81035887,Monopoly (The Bank Of Luck),Ahmed El Gendy,2017,117,TV-MA,Comedies
81113927,Pihu,Vinod Kapri,2018,90,TV-14,Dramas
70074315,Chronicle of an Escape,Israel Adrian Caetano,2006,104,R,Dramas
81002885,LEGO House - Home of the Brick,Anders Falck,2018,48,TV-G,Documentaries
80991033,Lust Stories,Zoya Akhtar,2018,121,TV-MA,Comedies
80244547,Maktub,Oded Raz,2018,106,TV-MA,Comedies
80991025,Pacificum: Return to the Ocean,Mariana Tschudi,2017,74,TV-G,Documentaries
80184100,Set It Up,Claire Scanlon,2018,106,TV-14,Comedies
80131280,Sunday's Illness,Ramon Salazar,2017,113,TV-14,Dramas
80991026,The last hour,Eduardo Mendoza de Echave,2017,119,TV-MA,Dramas
80164206,Cave,Henrik Martin Dahlsbakken,2016,77,TV-MA,Action & Adventure
80187684,Kanavu Variyam,Arun Chidambaram,2017,104,TV-PG,Comedies
80160726,Marco Luque: Tamo Junto,Caio Cobra,2017,73,TV-MA,Stand-Up Comedy
80104706,Mr. Gaga: A True Story of Love and Dance,Tomer Heymann,2015,102,TV-14,Documentaries
80172284,S Is for Stanley,Alex Infascelli,2016,82,TV-MA,Documentaries
80158770,The Russian Revolution,Cal Seville,2017,47,TV-14,Documentaries
70302844,The Pirate Fairy,Peggy Holmes,2014,78,G,Children & Family Movies
80245601,DJ Cinderella,Bruno Garotti,2019,95,TV-PG,Children & Family Movies
80242619,Murder Mystery,Kyle Newacheck,2019,98,PG-13,Comedies
70267830,Cutie and the Boxer,Zachary Heinzerling,2013,82,R,Documentaries
81035853,Convict,Abdul Aziz Hashad,2014,97,TV-MA,Dramas
81035841,Flimflam,Khaled Marei,2016,102,TV-14,Comedies
81147766,Oprah Presents When They See Us Now,Mark Ritchie,2019,61,TV-14,Documentaries
81035889,Savage Raghda,Mahmoud Karim,2018,93,TV-MA,Comedies
81088277,The 3rd Eye 2,Rocky Soraya,2019,117,TV-MA,Horror Movies
81035874,The Ant's Scream,Sameh Abdulaziz,2010,108,TV-14,Comedies
81035883,The Cell,Tarek Al Eryan,2017,126,TV-MA,Action & Adventure
81035848,The Right One,Hadi El Bagoury,2011,93,TV-14,Dramas
80176756,Dragonheart: Battle for the Heartfire,Patrik Syversen,2017,98,PG-13,Action & Adventure
80168221,"Oh, Hello On Broadway",Michael John Warren,2017,102,TV-MA,Stand-Up Comedy
70261178,Reincarnated,Andy Capper,2012,96,R,Documentaries
81002929,Jo Koy: Comin' In Hot,Shannon Hartman,2019,60,TV-MA,Stand-Up Comedy
80221016,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,2019,142,TV-MA,Documentaries
80222188,My Daddy is in Heaven,Waymon Boone,2017,95,TV-14,Dramas
80221640,Ralph Breaks the Internet: Wreck-It Ralph 2,Phil Johnston,2018,113,PG,Children & Family Movies
60001104,Daughters of the Dust,Julie Dash,1991,112,NR,Classic Movies
80132601,Havenhurst,Andrew C. Erin,2016,85,TV-MA,Horror Movies
80114989,Sword Master,Derek Yee,2016,108,TV-MA,Action & Adventure
81092768,#Selfie,Cristina Jacob,2014,125,TV-MA,Comedies
81092766,#Selfie 69,Cristina Jacob,2016,119,TV-MA,Comedies
70060018,"10,000 B.C.",Roland Emmerich,2008,109,PG-13,Action & Adventure
70202141,50/50,Jonathan Levine,2011,100,R,Comedies
81032375,Bullitt County,David McCracken,2018,98,TV-MA,Independent Movies
352989,Carrie,Brian De Palma,1976,98,R,Classic Movies
81062606,III Smoking Barrels,Sanjib Dey,2017,128,TV-MA,Dramas
81077795,Life in the Doghouse,Ron Davis,2018,83,TV-PG,Documentaries
81092767,Love Is a Story,Cristina Jacob,2015,105,TV-MA,International Movies
81092909,"Oh, Ramona!",Cristina Jacob,2019,109,TV-MA,Comedies
81070008,Prosecuting Evil: The Extraordinary World of Ben Ferencz,Barry Avrich,2019,83,TV-14,Documentaries
70098605,Righteous Kill,Jon Avnet,2008,101,R,Dramas
81077539,Satan & Adam,V. Scott Balcerek,2018,78,TV-14,Documentaries
20129240,Small Soldiers,Joe Dante,1998,110,PG-13,Action & Adventure
70108017,The Box,Richard Kelly,2009,116,PG-13,Sci-Fi & Fantasy
70011219,The Phantom of the Opera,Joel Schumacher,2004,141,PG-13,Dramas
80097424,The Space Between Us,Peter Chelsom,2016,120,PG-13,Action & Adventure
80203143,Then Came You,Peter Hutchings,2019,97,TV-14,Comedies
81068732,We Are Legends,Daniel Yee Heng Chan,2019,109,TV-14,Action & Adventure
60026155,What a Girl Wants,Dennie Gordon,2003,105,PG,Children & Family Movies
80994443,B.A. Pass 2,Shadab Khan,2017,126,TV-14,Dramas
80245442,Bad Genius,Nattawut Poonpiriya,2017,130,TV-MA,International Movies
80190515,Bobbi Jene,Elvira Lind,2017,99,TV-MA,Documentaries
80048218,He Named Me Malala,Davis Guggenheim,2015,89,PG-13,Documentaries
60033300,Miracle,Gavin O'Connor,2004,136,PG,Children & Family Movies
70011206,National Treasure,Jon Turteltaub,2004,131,PG,Action & Adventure
80998558,Natsamrat - Asa Nat Hone Nahi,Mahesh Manjrekar,2016,165,TV-14,Dramas
80168167,Outside In,Lynn Shelton,2018,110,TV-MA,Dramas
80245626,Pedal the World,Felix Starck,2015,85,TV-MA,Documentaries
80196584,Singularity,Robert Kouba,2017,92,PG-13,Action & Adventure
80157084,Aashik Awara,Umesh Mehra,1993,154,TV-14,Dramas
80158580,Amelia: A Tale of Two Sisters,Edward Cotterill,2017,44,TV-PG,Documentaries
80108609,Betting on Zero,Ted Braun,2017,104,TV-PG,Documentaries
80173267,Burlesque: Heart of the Glitter Tribe,Jon Manning,2017,76,TV-MA,Documentaries
80144804,Catfight,Onur Tukel,2016,96,TV-MA,Comedies
80139214,Chingo Bling: They Can't Deport Us All,Luis Lopez,2017,63,TV-MA,Stand-Up Comedy
80106038,Devil's Bride,Saara Cantell,2016,108,TV-MA,Dramas
60000901,How the Grinch Stole Christmas,Ron Howard,2000,105,PG,Children & Family Movies
80158769,How to Stage a Coup,Cal Seville,2017,47,TV-14,Documentaries
80158579,Jackie: A Tale of Two Sisters,Edward Cotterill,2017,44,TV-PG,Documentaries
80158920,Lens,Jayaprakash Radhakrishnan,2015,109,TV-MA,Dramas
80107736,Little Boxes,Rob Meyer,2016,89,TV-14,Comedies
80148967,Love.com,Anita Barbosa,2017,92,TV-MA,Comedies
70057994,Maya Memsaab,Ketan Mehta,1993,122,NR,Dramas
80186862,Michael Lost and Found,Daniel Wilner,2017,19,TV-PG,Documentaries
80156937,Oh Darling Yeh Hai India,Ketan Mehta,1995,154,TV-14,Action & Adventure
80158546,Prince,Lekh Tandon,1969,152,TV-14,Dramas
80156936,Qila,Umesh Mehra,1998,161,TV-14,Dramas
80121843,Smoke & Mirrors,Alberto Rodriguez,2016,123,TV-14,Dramas
80158581,The Mitfords: A Tale of Two Sisters,Edward Cotterill,2017,44,TV-PG,Documentaries
60023237,Y Tu Mama Tambien,Alfonso Cuaron,2001,106,R,Dramas
80104041,Black Man White Skin,Jose Manuel Colon,2015,79,TV-14,Documentaries
80093213,Spy Time,Javier Ruiz Caldera,2015,93,TV-MA,Action & Adventure
80099305,The Fear of 13,David Sington,2015,95,TV-MA,Documentaries
80103623,The Heroes of Evil,Zoe Berriatua,2015,99,NR,Dramas
80032640,The Perfect Dictatorship,Luis Estrada,2014,143,NR,Comedies
81098589,Aziz Ansari: RIGHT NOW,Spike Jonze,2019,65,TV-MA,Stand-Up Comedy
80221446,Mary Poppins Returns,Rob Marshall,2018,131,PG,Children & Family Movies
80048977,The Invitation,Karyn Kusama,2015,100,NR,Horror Movies
70189282,The Iron Lady,Phyllida Lloyd,2011,105,PG-13,Dramas
80119249,1 Mile to You,Leif Tilden,2017,105,TV-14,Dramas
80117747,Take Me,Pat Healy,2017,84,TV-MA,Comedies
80004286,"Monster High: Scaris, City of Frights",Dustin McKenzie,2013,60,TV-G,Children & Family Movies
81039323,Sicilian Ghost Story,Fabio Grassadonia,2017,119,TV-MA,Dramas
80192064,Luciano Mellera: Infantiloide,Raul Campos,2018,66,TV-14,Stand-Up Comedy
80176715,The Legacy of a Whitetail Deer Hunter,Jody Hill,2018,83,TV-14,Action & Adventure
80168029,The Skin of the Wolf,Samu Fuentes,2018,110,TV-14,Dramas
80245121,White Fang,Alexandre Espigares,2018,88,TV-PG,Children & Family Movies
80177339,Motu Patlu: King of Kings,Suhas Kadav,2016,109,TV-Y7-FV,Children & Family Movies
80170277,Speech & Debate,Dan Harris,2017,96,PG-13,Comedies
80097355,Brahman Naman,Qaushiq Mukherjee,2016,96,TV-MA,Comedies
80223153,"River, el mas grande siempre",Marcelo Altmark,2019,105,TV-G,Documentaries
70122316,Blue Valentine,Derek Cianfrance,2010,112,R,Dramas
80076160,Cristina,Michele Ohayon,2016,40,NR,Documentaries
80099089,Skiptrace,Renny Harlin,2016,107,PG-13,Action & Adventure
70303706,Sommore: Chandelier Status,Kevin Layne,2013,77,NR,Stand-Up Comedy
80195243,Vegas Baby,Amanda Micheli,2016,78,TV-14,Documentaries
81039161,Ramen Shop,Eric Khoo,2018,90,TV-PG,Dramas
80240537,The Red Sea Diving Resort,Gideon Raff,2019,130,TV-MA,Dramas
80997870,Flying Guillotine 2,Kang Cheng,1978,88,TV-MA,Action & Adventure
60001377,The Five Venoms,Cheh Chang,1978,97,R,Action & Adventure
81030976,All Good Ones Get Away,Victor Garcia,2019,83,TV-MA,International Movies
81017011,American Hangman,Wilson Coneybeare,2019,99,TV-MA,Thrillers
80213715,Whitney Cummings: Can I Touch It?,Marcus Raboy,2019,59,TV-MA,Stand-Up Comedy
80999990,Holy Man 2,Note Chern-Yim,2008,92,TV-14,Comedies
80999991,Holy Man 3,Note Chern-Yim,2010,102,TV-14,Comedies
81000000,The Unborn Child,Poj Arnon,2011,93,TV-MA,Horror Movies
80162192,Loco Love,Fernando Sarinana,2017,103,TV-MA,Dramas
70074100,All the Boys Love Mandy Lane,Jonathan Levine,2006,91,R,Horror Movies
70224969,Felipe Esparza: They're Not Going to Laugh at You,Scott L. Montoya,2012,58,NR,Stand-Up Comedy
70261273,Joan Rivers: Don't Start with Me,Scott L. Montoya,2012,69,TV-MA,Stand-Up Comedy
70250364,Katt Williams: Kattpacalypse,Marcus Raboy,2012,61,NR,Stand-Up Comedy
80198632,Mission of Honor,David Blair,2019,107,TV-MA,Action & Adventure
70143241,The Croods,Kirk De Micco,2013,99,PG,Children & Family Movies
70278933,Her,Spike Jonze,2013,126,R,Dramas
80093198,Tallulah,Sian Heder,2016,112,TV-MA,Dramas
81018141,Da Kath & Kim Code,Ted Emery,2005,82,TV-14,Movies
81015524,Kath & Kimderella,Ted Emery,2012,86,TV-14,Comedies
70124965,The Company Men,John Wells,2010,105,R,Dramas
80999107,The Flying Guillotine,Meng Hua Ho,1975,101,TV-MA,Action & Adventure
80992365,The Mansion,Tony Datis,2017,100,TV-MA,Comedies
80195835,Diana: 7 Days That Shook the World,Ben Ryder,2017,93,TV-PG,Documentaries
80171022,The Incredible Jessica James,Jim Strouse,2017,84,TV-MA,Comedies
80192135,Coco y Raulito: Carrusel de ternura,Raul Campos,2018,57,TV-MA,Stand-Up Comedy
80236421,Extinction,Ben Young,2018,95,TV-MA,Action & Adventure
80170862,The Bleeding Edge,Kirby Dick,2018,101,TV-14,Documentaries
81092331,1st Summoning,Raymond Wood,2018,94,TV-MA,Horror Movies
80173485,Boi,Jorge M. Fontana,2018,111,TV-MA,Dramas
81028404,Eerie,Mikhail Red,2019,100,TV-14,Horror Movies
80198508,Girls With Balls,Olivier Afonso,2019,77,TV-MA,Comedies
80228239,Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,2015,57,TV-G,Documentaries
80155932,The Exception,David Leveaux,2016,107,R,Dramas
80994020,The Son,Sebastian Schindel,2019,93,TV-MA,Dramas
80049094,Amy,Asif Kapadia,2015,128,R,Documentaries
80049177,Barely Lethal,Kyle Newman,2015,99,PG-13,Action & Adventure
80025495,Dark Places,Gilles Paquet-Brenner,2015,113,R,Dramas
80023689,Ex Machina,Alex Garland,2015,108,R,Dramas
70278930,Man of Tai Chi,Keanu Reeves,2013,105,R,Action & Adventure
80038337,Mississippi Grind,Anna Boden,2015,109,R,Dramas
80053475,Mojave,William Monahan,2015,93,R,Dramas
80999986,Pahuyut Fighting Beat,Piti Jaturaphat,2007,82,TV-14,Action & Adventure
80022605,Remember,Atom Egoyan,2015,95,R,Action & Adventure
80029901,Slow West,John Maclean,2015,84,R,Action & Adventure
80037478,The End of the Tour,James Ponsoldt,2015,106,R,Dramas
80007777,Bang Rajan 2,Tanit Jitnukul,2010,122,TV-MA,Action & Adventure
80999987,My True Friend,Atsajun Sattakovit,2012,108,TV-MA,Action & Adventure
81000015,Oh My Ghost,Poj Arnon,2009,94,TV-14,Comedies
80999982,Oh My Ghost 2,Poj Arnon,2011,103,TV-MA,Comedies
80999984,Oh My Ghost 4,Poj Arnon,2015,106,TV-MA,Comedies
81005453,Parmanu: The Story of Pokhran,Abhishek Sharma,2018,124,TV-14,Dramas
80999989,The Holy Man,Note Chern-Yim,2005,92,TV-14,Comedies
70218312,Train of the Dead,Sukum Maetawanitch,2007,88,NR,Horror Movies
81006594,Waterschool,Tiffanie Hsu,2018,68,PG,Documentaries
80185321,Joe Mandes Award-Winning Comedy Special,Daniel Gray Longino,2017,67,TV-MA,Stand-Up Comedy
70298116,Lizzie Borden Took an Ax,Nick Gomez,2014,87,TV-14,Thrillers
80117542,The Great Hack,Karim Amer,2019,114,TV-MA,Documentaries
80213658,Iliza Shlesinger: Elder Millennial,Steve Paley,2018,72,TV-MA,Stand-Up Comedy
80232989,The Warning,Daniel Calparsoro,2018,93,TV-MA,International Movies
80014857,Tusk,Kevin Smith,2014,102,R,Horror Movies
80147988,I Called Him Morgan,Kasper Collin,2016,91,TV-14,Documentaries
80145512,Victor,Brandon Dickerson,2015,110,PG-13,Dramas
80225024,The Competition,Harvey Lowry,2018,103,TV-14,Comedies
80204616,The Devil and Father Amorth,William Friedkin,2017,69,TV-14,Documentaries
70108777,Inglourious Basterds,Quentin Tarantino,2009,153,R,Action & Adventure
70259259,Unfinished Song,Paul Andrew Williams,2012,94,PG-13,Comedies
80017021,A Most Violent Year,J.C. Chandor,2014,125,R,Dramas
70099615,Bolt,Byron Howard,2008,99,PG,Children & Family Movies
70034607,Bewafaa,Dharmesh Darshan,2005,149,TV-PG,Dramas
70118801,Connected,Benny Chan,2008,111,TV-MA,Action & Adventure
80213654,D.L. Hughley: Contrarian,Jay Chapman,2018,58,TV-MA,Stand-Up Comedy
80158802,Demetri Martin: The Overthinker,Jay Karas,2018,56,TV-MA,Stand-Up Comedy
70117354,The Beast Stalker,Dante Lam,2008,110,TV-MA,Action & Adventure
81036524,The Midas Touch,Chi Keung Fung,2013,98,TV-14,Comedies
70025372,The Twins Effect II,Corey Yuen,2004,106,TV-14,Action & Adventure
70123160,Twins Mission,To-hoi Kong,2007,102,TV-14,Action & Adventure
70299270,Life After Beth,Jeff Baena,2014,89,R,Comedies
80017280,Revenge of the Green Dragons,Andrew Lau Wai-Keung,2014,95,R,Action & Adventure
80155863,City of Tiny Lights,Pete Travis,2016,110,TV-MA,Dramas
80107087,Internet Famous,Michael Gallagher,2016,87,TV-14,Comedies
81035840,May You Prosper,Hassan Hegazy,2017,93,TV-14,Comedies
80195962,Duck Duck Goose,Chris Jenkins,2018,92,PG,Children & Family Movies
80186829,Nothing to Lose,Alexandre Avancini,2018,133,PG,Dramas
80013547,The Captive,Atom Egoyan,2014,112,R,Dramas
80115874,"Houston, We Have a Problem!",Ziga Virc,2016,84,TV-14,Comedies
80244472,Dance Academy: The Comeback,Jeffrey Walker,2017,100,TV-PG,Dramas
80190463,King of Peking,Sam Voutas,2018,88,TV-PG,Comedies
80164164,Black Rose,Alexander Nevsky,2014,83,TV-MA,Action & Adventure
80997613,"Ay, mi madre!",Frank Ariza,2019,81,TV-MA,Comedies
81092325,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,2018,77,TV-14,Documentaries
70053885,Katt Williams: Live,Alphonso J. Wesson,2006,85,NR,Stand-Up Comedy
70301275,Obvious Child,Gillian Robespierre,2014,84,R,Comedies
80073823,Room,Lenny Abrahamson,2015,118,R,Dramas
70299859,Say When,Lynn Shelton,2014,99,R,Comedies
80027378,Son of a Gun,Julius Avery,2014,109,R,Action & Adventure
70266679,The Rover,David Michod,2014,103,R,International Movies
1005494,The Stranger,Orson Welles,1946,94,TV-PG,Classic Movies
80998968,Secret Obsession,Peter Sullivan,2019,98,TV-14,Thrillers
70272893,Short Term 12,Destin Daniel Cretton,2013,97,R,Dramas
80232891,Camaron: The Film,Alexis Morante,2018,105,TV-14,Documentaries
80180376,GODZILLA City on the Edge of Battle,Kobun Shizuno,2018,101,TV-14,Action & Adventure
80183329,Aditi Mittal: Things They Wouldn't Let Me Say,Fazila Allana,2017,63,TV-MA,Stand-Up Comedy
80154884,Theater of Life,Peter Svatek,2016,94,TV-PG,Documentaries
81113926,Mauli,Aditya Sarpotdar,2018,136,TV-14,Action & Adventure
80217130,Mary and the Witch's Flower,Hiromasa Yonebayashi,2018,103,PG,Anime Features
80167460,Uncertain Glory,Agusti Villaronga,2017,116,TV-MA,Dramas
80028208,Tig,Kristina Goolsby,2015,92,TV-14,Documentaries
81155782,Bogda,Nisheeta Keni,2018,161,TV-PG,Dramas
81003981,"Frankensteins Monsters Monster, Frankenstein",Daniel Gray Longino,2019,32,TV-14,Comedies
81151313,Jack of all Trades,Harvey Glazer,2018,86,TV-MA,Documentaries
70042688,The Break-Up,Peyton Reed,2006,107,PG-13,Comedies
70109429,The Princess and the Frog,Ron Clements,2009,98,G,Children & Family Movies
81011993,We Belong Together,Chris Stokes,2018,83,TV-14,Thrillers
81153373,Love Shot,Steven Fine,2018,77,TV-MA,Dramas
70262783,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,2012,86,R,Comedies
70293661,Enemy,Denis Villeneuve,2013,91,R,Independent Movies
70266171,Esperando La Carroza,Alejandro Doria,1985,95,NR,Comedies
80095718,Froning: The Fittest Man in History,Heber Cannon,2016,99,PG,Documentaries
70257413,Ginger & Rosa,Sally Potter,2012,90,PG-13,Dramas
80988262,Going for Gold,Clay Glen,2018,88,TV-G,Children & Family Movies
70295189,Locke,Steven Knight,2013,85,R,Dramas
80993684,Lucha: Playing the Impossible,Ana Quiroga,2016,98,TV-PG,Documentaries
70257860,Spring Breakers,Harmony Korine,2012,94,R,Comedies
80998908,Stray Bullet,Jean-Cosme Delaloye,2018,71,TV-14,Documentaries
70171835,Tahaan,Santosh Sivan,2008,95,TV-14,Dramas
80993650,Temporada de Caza,Natalia Garagiola,2017,108,TV-MA,Dramas
80049979,The Adderall Diaries,Pamela Romanowsky,2015,87,R,Dramas
70267439,The Spectacular Now,James Ponsoldt,2013,95,R,Dramas
70293812,Under The Skin,Jonathan Glazer,2013,108,R,Dramas
80113589,Amar,Esteban Crespo,2017,104,TV-MA,Dramas
70298393,Singh Saab the Great,Anil Sharma,2013,143,TV-14,Action & Adventure
80191557,Vitti Dandu,Ganesh Kadam,2014,116,TV-14,Dramas
80096585,Holidays,Anthony Scott Burns,2016,106,NR,Comedies
80106928,Lusers,Ticoy Rodriguez,2015,100,NR,Comedies
80064459,Rebirth,Karl Mueller,2016,101,TV-MA,Dramas
80102204,Tony Robbins: I Am Not Your Guru,Joe Berlinger,2016,117,TV-MA,Documentaries
80014996,The Physician,Philipp Stolzl,2013,155,R,Action & Adventure
60003082,White Christmas,Michael Curtiz,1954,120,TV-G,Children & Family Movies
80081277,Colonia,Florian Gallenberger,2015,110,R,Dramas
80149064,Buddy Thunderstruck: The Maybe Pile,Harry Chaskin,2017,14,TV-PG,Movies
80168188,Chasing Coral,Jeff Orlowski,2017,89,TV-PG,Documentaries
80171659,To the Bone,Marti Noxon,2017,108,TV-MA,Dramas
80097221,Gridlocked,Allan Ungar,2015,114,R,Action & Adventure
70306646,Creep,Patrick Brice,2014,78,R,Horror Movies
81011936,"Plaire, aimer et courir vite",Christophe Honore,2018,133,TV-MA,Dramas
80167481,How It Ends,David M. Rosenthal,2018,113,TV-MA,Action & Adventure
80214743,Jim Jefferies: This Is Me Now,Scott Zabielski,2018,71,TV-MA,Stand-Up Comedy
70270773,Kevin Hart: Let Me Explain,Leslie Small,2013,75,R,Stand-Up Comedy
80991827,Romina,Diego Cohen,2018,75,TV-MA,Horror Movies
70300666,The Signal,William Eubank,2014,97,PG-13,Sci-Fi & Fantasy
80044126,D.L. Hughley: Clear,Jay Chapman,2014,59,TV-MA,Stand-Up Comedy
80148179,My Scientology Movie,John Dower,2015,99,TV-MA,Documentaries
70301023,Tom Segura: Completely Normal,Jay Chapman,2014,74,TV-MA,Stand-Up Comedy
80221109,4L,Gerardo Olivares,2019,105,TV-MA,Comedies
81145271,Black & Privileged: Volume 1,Mark Harris,2019,79,TV-MA,Dramas
81024041,Cities of Last Things,Wi Ding Ho,2018,106,TV-MA,Dramas
81044248,Kidnapping Stella,Thomas Sieben,2019,90,TV-MA,Dramas
80221677,Point Blank,Joe Lynch,2019,87,TV-MA,Action & Adventure
70084221,Smart People,Noam Murro,2008,95,R,Comedies
80234791,The Milk System,Andreas Pichler,2017,91,TV-14,Documentaries
81036520,Parchis: the Documentary,Daniel Arasanz,2019,106,TV-14,Documentaries
80180224,Us and Them,Joseph Martin,2017,83,TV-MA,Dramas
70299904,The Battered Bastards of Baseball,Chapman Way,2014,80,NR,Documentaries
80171125,Sex Doll,Sylvie Verheyde,2016,103,UR,Dramas
80106989,Summer of '92,Kasper Barfoed,2015,94,NR,Dramas
80044731,Chris Tucker Live,Phil Joanou,2015,92,TV-MA,Stand-Up Comedy
60010069,Alice Doesn't Live Here Anymore,Martin Scorsese,1974,112,PG,Classic Movies
70084148,Frozen River,Courtney Hunt,2008,97,R,Dramas
70101345,Inkheart,Iain Softley,2008,106,PG,Action & Adventure
80238020,Katherine Ryan: Glitter Room,Linda Mendoza,2019,66,TV-MA,Stand-Up Comedy
70128697,Kill the Irishman,Jonathan Hensleigh,2011,106,R,Action & Adventure
70044688,Lady in the Water,M. Night Shyamalan,2006,110,PG-13,Sci-Fi & Fantasy
60035622,Little Monsters,Richard Greenberg,1989,102,PG,Children & Family Movies
80117079,Mean Dreams,Nathan Morlando,2016,105,R,Dramas
70001958,Mean Streets,Martin Scorsese,1973,112,R,Classic Movies
70066433,Next,Lee Tamahori,2007,96,PG-13,Action & Adventure
70098899,Nights in Rodanthe,George C. Wolfe,2008,97,PG-13,Dramas
81121172,NOVA: Black Hole Apocalypse,Rushmore DeNooyer,2018,113,TV-G,Documentaries
81121173,NOVA: Building Chernobyl's MegaTomb,Martin Gorst,2017,53,TV-PG,Documentaries
81121174,NOVA: Chinese Chariot Revealed,Giulia Clark,2017,54,TV-PG,Documentaries
81121175,NOVA: Day the Dinosaurs Died,Sarah Holt,2017,53,TV-PG,Documentaries
81121176,NOVA: Death Dive to Saturn,Terri Randall,2017,54,TV-G,Documentaries
81121177,NOVA: Decoding the Weather Machine,Doug Hamilton,2018,113,TV-14,Documentaries
81121178,NOVA: Eclipse Over America,Martin Gorst,2017,53,TV-G,Documentaries
81121179,NOVA: Extreme Animal Weapons,Peter Fison,2017,53,TV-PG,Documentaries
81121180,NOVA: First Face of America,Graham Townsley,2018,53,TV-PG,Documentaries
81121181,NOVA: Holocaust Escape Tunnel,Paula Apsell,2017,54,TV-14,Documentaries
81121183,NOVA: Killer Hurricanes,Oliver Twinch,2017,52,TV-PG,Documentaries
81121184,NOVA: Killer Volcanoes,Oliver Twinch,2017,54,TV-PG,Documentaries
81121185,NOVA: Poisoned Water,Llewellyn M. Smith,2017,54,TV-PG,Documentaries
81121186,NOVA: Prediction by the Numbers,Daniel McCabe,2018,53,TV-G,Documentaries
81121187,NOVA: Secrets of the Shining Knight,Peter Yost,2017,53,TV-PG,Documentaries
81121188,NOVA: Thai Cave Rescue,Tom Stubberfield,2018,53,TV-PG,Documentaries
81121189,NOVA: The Impossible Flight,Noel Dockstader,2018,113,TV-PG,Documentaries
70265211,Nova: Ultimate Mars Challenge,Gail Willumsen,2012,53,TV-G,Movies
70109689,Paul Blart: Mall Cop,Steve Carr,2009,91,PG,Action & Adventure
855084,Philadelphia,Jonathan Demme,1993,126,PG-13,Classic Movies
70105369,Race to Witch Mountain,Andy Fickman,2009,99,PG,Children & Family Movies
60029369,Rain Man,Barry Levinson,1988,134,R,Classic Movies
80005738,Room on the Broom,Max Lang,2012,26,G,Children & Family Movies
60000415,Scream 3,Wes Craven,2000,117,R,Horror Movies
